GERON 220,
GERON 245,
GGOV 600,
GGOV 650,
GRK 101,
GRK 201,
GRK 332,
GRK 490,
GRK 600,
HIST 110,
HIST 113,
HIST 115,
HIST 200,
HIST 201,
HIST 210,
HIST 223,
HIST 227,
HIST 235,
HIST 239,
HIST 247,
HIST 252,
HIST 253,
HIST 257,
HIST 262,
HIST 265,
HIST 271,
HIST 277,
HIST 314,
HIST 316,
HIST 317,
HIST 389,
HIST 402A,
HIST 403A,
HIST 409A,
HIST 604,
HIST 612,
HIST 620,
HIST 632,
HLTH 101,
HLTH 103,
HLTH 201,
HLTH 202,
ECE 105,
ECE 140,
ECE 150,
ECE 200B,
ECE 209,
ECE 222,
ECE 240,
ECE 242,
ECE 250,
ECE 254,
ECE 300B,
ECE 318,
ECE 356,
ECE 358,
ECE 390,
ECE 484,
ECE 606,
ECE 611,
ECE 621,
ECE 664,
ECE 671,
ECE 725,
ECE 730,
ECE 780,
ECE 6613PD,
ECON 101,
ECON 102,
ECON 201,
ECON 202,
ECON 211,
ECON 221,
ECON 231,
ECON 254,
ECON 301,
ECON 302,
ECON 311,
ECON 321,
ECON 341,
ECON 344,
ECON 351,
ECON 355,
ECON 361,
ECON 371,
ECON 381,
ECON 401,
ECON 402,
ECON 404,
ECON 405,
ECON 412,
ECON 421,
ECON 456,
ECON 472,
ECON 601,
ECON 621,
ECON 641,
EMLS 102R,
EMLS 129R,
EMLS 602R,
ENBUS 202,
ENBUS 203,
ENBUS 211,
ENBUS 306,
ENBUS 406,
ENBUS 408,
ENBUS 601,
ENBUS 602,
ENBUS 620,
ENBUS 622,
ENBUS 642,
ENGL 100B,
ENGL 101A,
SWREN 224R,
SWREN 250R,
SWREN 251R,
SWREN 300R,
SWREN 301R,
SWREN 311R,
SWREN 321R,
SWREN 414R,
SWREN 423R,
SWREN 434R,
SWREN 471R,
SYDE 000,
SYDE 101,
SYDE 111,
SYDE 113,
SYDE 121,
SYDE 161,
SYDE 181,
SYDE 182,
SYDE 252,
SYDE 262,
SYDE 292,
SYDE 533,
SYDE 543,
SYDE 553,
SYDE 575,
SYDE 631,
TS 600,
TS 610,
TS 617,
TS 621,
TS 637,
TS 652,
TS 677,
UNIV 101,
VCULT 100,
VCULT 101,
VCULT 200,
WS 101,
WS 108E,
WS 222,
WS 261,
WS 302,
WS 320,
WS 325,
WS 334,
SMF 301,
SMF 305,
SMF 306,
SMF 317,
SMF 460,
SOC 101R,
SOC 101,
SOC 101R,
SOC 101,
SOC 101R,
SOC 101,
SOC 202,
SOC 207R,
SOC 221,
SOC 223R,
SOC 224R,
SOC 225,
SOC 227,
SOC 228,
SOC 229,
SOC 256,
SOC 260,
SOC 280,
SOC 306,
SOC 322,
SOC 327,
SOC 354,
SOC 408,
SOC 417,
SOC 424,
SOC 428,
SOC 700,
SOC 712,
SOC 725,
SOC 782,
SOCIN 601,
SOCWK 120R,
SOCWK 220R,
SOCWK 220,
SOCWK 220R,
SOCWK 221R,
SOCWK 221,
SOCWK 221R,
SOCWK 222R,
SOCWK 300R,
SOCWK 301R,
SOCWK 321R,
SOCWK 355R,
SPAN 101,
SPAN 102,
SPAN 201A,
SPAN 301A,
SPAN 350,
SPAN 401,
SPCOM 100,
SPCOM 101,
SPCOM 204,
SPCOM 220,
SPCOM 227,
SPCOM 326,
SPCOM 490,
STAT 202,
STAT 206,
STAT 220,
STAT 221,
STAT 230,
STAT 231,
STAT 240,
STAT 322,
STAT 330,
STAT 331,
STAT 332,
STAT 334,
STAT 337,
STAT 371,
STAT 372,
STAT 373,
STAT 430,
STAT 431,
STAT 631,
STAT 831,
STAT 901,
STV 100,
SWK 600R,
SWK 602R,
SWK 604R,
SWK 690R,
SWREN 120R,
SWREN 220,
SWREN 220R,
SWREN 221R,
SWREN 222R,
SWREN 224R,
MSCI 240,
MSCI 261,
MSCI 262,
MSCI 271,
MSCI 311,
MSCI 331,
MSCI 332,
MSCI 333,
MSCI 343,
MSCI 422,
MSCI 432,
MSCI 601,
MSCI 603,
MSCI 605,
MSCI 609,
MSCI 751,
MSCI 760,
MTE 100,
MTE 201,
MTE 202,
MTE 203,
MTE 204,
MTE 219,
MTE 220,
MTE 241,
MTE 262,
MTE 420,
MTE 481,
MTE 545,
MTHEL 131,
MUSIC 100,
MUSIC 111,
MUSIC 140,
MUSIC 254,
MUSIC 256,
MUSIC 270,
MUSIC 275,
MUSIC 334,
MUSIC 363,
MUSIC 370,
NE 100,
NE 109,
NE 112,
NE 121,
NE 216,
NE 232,
NE 241,
NE 352,
NE 445,
NE 471,
OPTOM 104,
OPTOM 106,
OPTOM 108,
OPTOM 109,
OPTOM 124,
OPTOM 215,
OPTOM 216,
OPTOM 231,
OPTOM 245L,
OPTOM 245,
OPTOM 245L,
OPTOM 252,
OPTOM 347L,
OPTOM 387,
PACS 202,
PACS 311,
PACS 314,
PACS 323,
PACS 326,
PACS 329,
PACS 330,
PACS 331,
PACS 332,
PACS 401,
PACS 601,
PACS 603,
PACS 604,
PACS 610,
PACS 670,
PHARM 220,
PHARM 232,
PHARM 495,
PHARM 496,
PHIL 100J,
PHIL 110B,
PHIL 110A,
PHIL 110B,
PHIL 110A,
PHIL 145,
PHIL 201,
PHIL 202,
PHIL 209,
PHIL 210J,
PHIL 215,
PHIL 216,
PHIL 219J,
PHIL 221,
PHIL 226,
PHIL 250A,
PHIL 256,
PHIL 258,
PHIL 265,
PHIL 327,
PHIL 331,
PHIL 403,
PHIL 673,
PSYCH 101R,
PSYCH 101,
PSYCH 207,
PSYCH 211,
PSYCH 212R,
PSYCH 218,
PSYCH 226R,
PSYCH 230,
PSYCH 231,
PSYCH 253,
PSYCH 256,
PSYCH 257,
PSYCH 261,
PSYCH 291,
PSYCH 306,
PSYCH 312R,
PSYCH 315,
PSYCH 316,
PSYCH 320,
PSYCH 336,
PSYCH 338,
PSYCH 340,
PSYCH 342,
PSYCH 354,
PSYCH 380,
PSYCH 391,
PSYCH 393,
PSYCH 395,
PSYCH 397,
PSYCH 399
PSYCH 453,
PSYCH 457,
PSYCH 458,
PSYCH 461,
PSYCH 630,
PSYCH 677,
PSYCH 719,
REC 100,
REC 101,
REC 252,
REC 270,
REC 311,
REC 334,
REC 357,
REC 371,
REC 380,
REC 601,
REC 640,
REES 271,
RS 100,
RS 110,
RS 121,
RS 122,
RS 125,
RS 130,
RS 150,
RS 170,
RS 180,
RS 204,
RS 206,
RS 216,
RS 235,
RS 236,
RS 240,
RS 262,
RS 270R,
RS 283,
RS 284,
RS 286,
RS 325,
RS 353,
RS 357,
RS 361,
RS 499,
RUSS 101,
RUSS 201,
SCBUS 123,
SCBUS 223,
SCBUS 225,
SCBUS 423,
SCI 206,
SCI 237,
SCI 238,
SCI 267,
